Job Title,Job Experience Required,Key Skills,Role Category,Location,Functional Area,Industry,Role,Longitude,Latitude,sal,combined_features
 Team Lead / Dev Lead,5 - 7 yrs, J2Ee| Core Java| jQuery| ERP| Tomcat| Eclipse| Open source| Selenium| Computer science| OFBIZ,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead,77.590082,12.9767936,3472," J2Ee| Core Java| jQuery| ERP| Tomcat| Eclipse| Open source| Selenium| Computer science| OFBIZ Team Lead/Technical Lead IT-Software, Software Services IT Software - Application Programming , Maintenance"
 Andriod Developer,0 - 2 yrs, Android Development| Android Studio| Java| Troubleshooting| API Testing| API,,"Mumbai,Mumbai Suburbs",Other,"Media, Entertainment, Internet",Other,72.9249,19.0637885,6374," Android Development| Android Studio| Java| Troubleshooting| API Testing| API Other Media, Entertainment, Internet Other"
 Physics Teacher,4 - 6 yrs, Counselor| Mentor| Trainer| Advisor| Teaching,Subject Teachers (TGT/PGT),Mumbai,"Teaching , Education , Training , Counselling","Education, Teaching, Training",Physics Teacher,72.8773928,19.0759899,5664," Counselor| Mentor| Trainer| Advisor| Teaching Physics Teacher Education, Teaching, Training Teaching , Education , Training , Counselling"
 Manager Sales &amp; Marketing,12 - 15 yrs, lead generation| branding| business development| Sales Management| market research| competitive intelligence| market analysis| Marketing,Institutional Sales,"Delhi NCR,Mumbai","Sales , Retail , Business Development","Chemicals, PetroChemical, Plastic, Rubber",Sales/Business Development Manager,121.0977529,14.6719732,6661," lead generation| branding| business development| Sales Management| market research| competitive intelligence| market analysis| Marketing Sales/Business Development Manager Chemicals, PetroChemical, Plastic, Rubber Sales , Retail , Business Development"
 Design Engineer,2 - 7 yrs, Wireless| Automation| Simulation| Networking| Aerospace| FPGA| Coding| System verilog| Automotive| Physical design,Engineering Design,Hyderabad,"Engineering Design , R&D","IT-Software, Software Services",Design Engineer,78.4740613,17.360589,2555," Wireless| Automation| Simulation| Networking| Aerospace| FPGA| Coding| System verilog| Automotive| Physical design Design Engineer IT-Software, Software Services Engineering Design , R&D"
 VERY Urgent Opening for IT Recruiter & Non IT Recruiter !! Apply NOW ,1 - 5 yrs, hr| recruitment| recruiter| hiring| head hunting| leadership| mass hiring| volume hiring| bulk hiring| team leader| senior| tl| non it| it recruitment| technical hiring| it recruiter| bfsi| engineering| manufacturing| insurance| bpo| IT,HR/ Recruitment / IR,Pune,"HR , Recruitment , Administration , IR","Recruitment, Staffing",Recruitment Executive,73.8544541,18.521428,5520," hr| recruitment| recruiter| hiring| head hunting| leadership| mass hiring| volume hiring| bulk hiring| team leader| senior| tl| non it| it recruitment| technical hiring| it recruiter| bfsi| engineering| manufacturing| insurance| bpo| IT Recruitment Executive Recruitment, Staffing HR , Recruitment , Administration , IR"
 Associate,0 - 3 yrs, Associate,Accounts,Bengaluru,"Accounts , Finance , Tax , Company Secretary , Audit","Accounting, Finance",Accounts Executive/Accountant,77.590082,12.9767936,2192," Associate Accounts Executive/Accountant Accounting, Finance Accounts , Finance , Tax , Company Secretary , Audit"
 Receptionist (Female),1 - 5 yrs, Receptionist| Administration| Front Desk| Travel Arrangements| Front Office| Computer Operating,,Delhi,"Executive Assistant , Front Office , Data Entry","Banking, Financial Services, Broking",Receptionist,77.2219388,28.6517178,3410," Receptionist| Administration| Front Desk| Travel Arrangements| Front Office| Computer Operating Receptionist Banking, Financial Services, Broking Executive Assistant , Front Office , Data Entry"
 Senior .NET Developer,2 - 7 yrs, javascript| html| sql server| ajax| jquery| soa| oop| english| proactive| asp net c,Programming & Design,"Ahmedabad,Ahmedabad","IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,72.5797068,23.0216238,1670," javascript| html| sql server| ajax| jquery| soa| oop| english| proactive| asp net c Software Developer IT-Software, Software Services IT Software - Application Programming , Maintenance"
 Sales Manager : School & Higher Academic Books,5 - 10 yrs, marketing executive| Sales| distributors| customer profiling| sales strategy| market research| Business Development| sales executive,Corporate Sales,"Bengaluru,Hyderabad,Chennai,Mumbai","Sales , Retail , Business Development",Publishing,Sales/Business Development Manager,,,6923," marketing executive| Sales| distributors| customer profiling| sales strategy| market research| Business Development| sales executive Sales/Business Development Manager Publishing Sales , Retail , Business Development"
 Supply Chain - Import Export Executive,1 - 2 yrs, QMS| Impex| Environmental Management System| Warehouse Management System| Export Import Logistics,Logistics,Chennai,Purchase / Logistics / Supply Chain,"Automobile, Auto Anciliary, Auto Components",Logistics Executive,80.270186,13.0836939,1838," QMS| Impex| Environmental Management System| Warehouse Management System| Export Import Logistics Logistics Executive Automobile, Auto Anciliary, Auto Components Purchase / Logistics / Supply Chain"
 Walk-in Drive for Java Dev/sr. Dev on 29th June at Delhi,2 - 7 yrs, Java| core java| J2EE| Hibernate| Spring| LDAP| ADFS| Json| SOAP| jQuery| REST| Javascript| Java Web Services| Java Api| Advanced Java| MVC| Web Services| Open Source| SOA| Cloud| spring integration,Programming & Design,Noida,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.3271074,28.5707841,2257," Java| core java| J2EE| Hibernate| Spring| LDAP| ADFS| Json| SOAP| jQuery| REST| Javascript| Java Web Services| Java Api| Advanced Java| MVC| Web Services| Open Source| SOA| Cloud| spring integration Software Developer IT-Software, Software Services IT Software - Application Programming , Maintenance"
 Hiring for Spring Boot Developer-noida,2 - 3 yrs, spring boot| spring security| spring mvc,Programming & Design,Noida,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Software Developer,77.3271074,28.5707841,4379," spring boot| spring security| spring mvc Software Developer IT-Software, Software Services IT Software - Application Programming , Maintenance"
 Dynamic CRM Architect,8 - 12 yrs, Dynamics CRM| .Net| Azure| Visual Studio| Microsoft Dynamics| Solution Management| Root Cause| microservices| .NET development,Programming & Design,Bengaluru,"IT Software - ERP , CRM","IT-Software, Software Services",Technical Architect,77.590082,12.9767936,2417," Dynamics CRM| .Net| Azure| Visual Studio| Microsoft Dynamics| Solution Management| Root Cause| microservices| .NET development Technical Architect IT-Software, Software Services IT Software - ERP , CRM"
 SE / SSE - DATA,3 - 8 yrs,vide,Programming & Design,Bengaluru,"IT Software - Application Programming , Maintenance","Telcom, ISP",Software Developer,77.590082,12.9767936,5800,"vide Software Developer Telcom, ISP IT Software - Application Programming , Maintenance"
 Hiring for Accounts Manager (business Development)- Radio In,2 - 6 yrs, Marketing Strategy| Strategic Thinking| Interpersonal Communication| Sales| Promotions| Accounting| Account Management| Team Leading| Business Development Management| Advertising,Retail Sales,Mumbai,"Sales , Retail , Business Development","Media, Entertainment, Internet",Sales/Business Development Manager,72.8773928,19.0759899,5115," Marketing Strategy| Strategic Thinking| Interpersonal Communication| Sales| Promotions| Accounting| Account Management| Team Leading| Business Development Management| Advertising Sales/Business Development Manager Media, Entertainment, Internet Sales , Retail , Business Development"
Urgent Openings for O2C, 0 - 2 Years,O2C|OTC|Order Management|Credit Management|Communication Skills,Accounts, Gurgaon,"Accounts , Finance , Tax , Company Secretary , Audit",Accounting / Finance,Accounts Executive/Accountant,77.00270015,28.42826235,2662,"O2C|OTC|Order Management|Credit Management|Communication Skills Accounts Executive/Accountant Accounting / Finance Accounts , Finance , Tax , Company Secretary , Audit"
 ARCHITECTURAL CAD,2 - 7 yrs, visualization| m e p| modeling| drafting| design development| drawings| cad| preparation| quality,Architectural Services,Kolkata,"Architecture , Interior Design","Construction, Engineering, Cement, Metals",Architect,88.35769124,22.5414185,3895," visualization| m e p| modeling| drafting| design development| drawings| cad| preparation| quality Architect Construction, Engineering, Cement, Metals Architecture , Interior Design"
" HCL Tech Hiring ""physical Design Engineers"" for VLSI R&D Division",5 - 10 yrs, pnr| primetime| sta| floorplan| timing closure| synthesis| vlsi| Physical design| floor planning,Engineering Design,"Bengaluru,Chennai,Hyderabad,Greater Noida","Engineering Design , R&D","Semiconductors, Electronics",Senior Design Engineer,,,3684," pnr| primetime| sta| floorplan| timing closure| synthesis| vlsi| Physical design| floor planning Senior Design Engineer Semiconductors, Electronics Engineering Design , R&D"
 Assistant Manager Purchase,10 - 12 yrs, Assistant Manager Purchase,Purchase/Material Management,"Gurgaon,Manesar","Supply Chain , Logistics , Purchase , Materials","Electricals, Switchgears",Purchase Executive,76.92637867,28.32470955,2207," Assistant Manager Purchase Purchase Executive Electricals, Switchgears Supply Chain , Logistics , Purchase , Materials"
 Sr. Cloud Developer,5 - 8 yrs, SQL| Python| Analytics| Machine learning| Solution architecture| Analytical| SCALA| Cosmos| Programming| Data warehousing,Programming & Design,"Mumbai,Indore,Pune","IT Software - Application Programming , Maintenance","Recruitment, Staffing",Software Developer,,,6355," SQL| Python| Analytics| Machine learning| Solution architecture| Analytical| SCALA| Cosmos| Programming| Data warehousing Software Developer Recruitment, Staffing IT Software - Application Programming , Maintenance"
 Hiring for Manager Quality ( Voice and Chat),3 - 6 yrs, BPO| Transactional Quality| Quality Management| Quality manager| manager Quality,Quality,Delhi NCR,"ITES , BPO , KPO , LPO , Customer Service , Operations","BPO, Call Centre, ITeS",Quality Assurance/Quality Control Manager,77.1212148,28.6882438,5672," BPO| Transactional Quality| Quality Management| Quality manager| manager Quality Quality Assurance/Quality Control Manager BPO, Call Centre, ITeS ITES , BPO , KPO , LPO , Customer Service , Operations"
" South Indian Cook,",2 - 5 yrs,vide,Senior Management,Bengaluru,"Hotels , Restaurants","Travel , Hotels , Restaurants , Airlines , Railways",Executive/Master Chef,77.590082,12.9767936,3668,"vide Executive/Master Chef Travel , Hotels , Restaurants , Airlines , Railways Hotels , Restaurants"
 Sharepoint Support Engineer,5 - 8 yrs, IIS| Exchange Server| Windows Server| WSS| Sharepoint| Active Directory,Admin/Maintenance/Security/Datawarehousing,Bengaluru,"IT Software - Network Administration , Security",IT-Hardware & Networking,Technical Support Engineer,77.590082,12.9767936,4677," IIS| Exchange Server| Windows Server| WSS| Sharepoint| Active Directory Technical Support Engineer IT-Hardware & Networking IT Software - Network Administration , Security"
 Asst Sales Manager_ API_ Chemical Distribution_ Mumbai,7 - 12 yrs, pharma chemicals| business development| api| intermediates| sales,Corporate Sales,Mumbai,"Sales , Retail , Business Development","Chemicals, PetroChemical, Plastic, Rubber",Sales/Business Development Manager,72.8773928,19.0759899,4098," pharma chemicals| business development| api| intermediates| sales Sales/Business Development Manager Chemicals, PetroChemical, Plastic, Rubber Sales , Retail , Business Development"
 Java- Technical Lead- Tavant Technologies - Hyderabad,5 - 9 yrs, Hibernate| Design Patterns| Cloud| Spring Boot| Team Leader| core java| Web Services| Microservices,Programming & Design,Hyderabad,"IT Software - Application Programming , Maintenance","IT-Software, Software Services",Team Lead/Technical Lead,78.4740613,17.360589,6454," Hibernate| Design Patterns| Cloud| Spring Boot| Team Leader| core java| Web Services| Microservices Team Lead/Technical Lead IT-Software, Software Services IT Software - Application Programming , Maintenance"
